Fecha,ProvinciaId,Provincia,Casos,Casos7,Casos14
2021-06-30,MU,Murcia,145,705,1167
2021-07-01,MU,Murcia,139,761,1252
2021-07-02,MU,Murcia,145,833,1330
2021-07-03,MU,Murcia,163,909,1432
2021-07-04,MU,Murcia,151,992,1536
2021-07-05,MU,Murcia,245,1136,1693
2021-07-06,MU,Murcia,341,1329,1971
2021-07-07,MU,Murcia,275,1459,2164
2021-07-08,MU,Murcia,294,1614,2375
2021-07-09,MU,Murcia,332,1801,2634
2021-07-10,MU,Murcia,322,1960,2869
2021-07-11,MU,Murcia,313,2122,3114
2021-07-12,MU,Murcia,447,2324,3460
2021-07-13,MU,Murcia,461,2444,3773
2021-07-14,MU,Murcia,479,2648,4107
2021-07-15,MU,Murcia,441,2795,4409
2021-07-16,MU,Murcia,482,2945,4746
2021-07-17,MU,Murcia,433,3056,5016
2021-07-18,MU,Murcia,415,3158,5280
2021-07-19,MU,Murcia,612,3323,5647
2021-07-20,MU,Murcia,625,3487,5931
2021-07-21,MU,Murcia,628,3636,6284
2021-07-22,MU,Murcia,550,3745,6540
2021-07-23,MU,Murcia,515,3778,6723
2021-07-24,MU,Murcia,471,3816,6872
2021-07-25,MU,Murcia,488,3889,7047
2021-07-26,MU,Murcia,562,3839,7162
2021-07-27,MU,Murcia,574,3788,7275
2021-07-28,MU,Murcia,581,3741,7377
2021-07-29,MU,Murcia,492,3683,7428
2021-07-30,MU,Murcia,481,3649,7427
2021-07-31,MU,Murcia,458,3636,7452
2021-06-15,NAV,Navarra,48,0,0
2021-06-16,NAV,Navarra,55,0,0
2021-06-17,NAV,Navarra,52,0,0
2021-06-18,NAV,Navarra,39,0,0
2021-06-19,NAV,Navarra,45,0,0
2021-06-20,NAV,Navarra,35,0,0
2021-06-21,NAV,Navarra,53,327,0
2021-06-22,NAV,Navarra,41,320,0
2021-06-23,NAV,Navarra,35,300,0
2021-06-24,NAV,Navarra,43,291,0
2021-06-25,NAV,Navarra,41,293,0
2021-06-26,NAV,Navarra,47,295,0
2021-06-27,NAV,Navarra,38,298,0
2021-06-28,NAV,Navarra,92,337,664
2021-06-29,NAV,Navarra,118,414,734
2021-06-30,NAV,Navarra,163,542,842
2021-07-01,NAV,Navarra,255,754,1045
2021-07-02,NAV,Navarra,401,1114,1407
2021-07-03,NAV,Navarra,448,1515,1810
2021-07-04,NAV,Navarra,389,1866,2164
2021-07-05,NAV,Navarra,394,2168,2505
2021-07-06,NAV,Navarra,362,2412,2826
2021-07-07,NAV,Navarra,309,2558,3100
2021-07-08,NAV,Navarra,288,2591,3345
2021-07-09,NAV,Navarra,356,2546,3660
2021-07-10,NAV,Navarra,447,2545,4060
2021-07-11,NAV,Navarra,494,2650,4516
2021-07-12,NAV,Navarra,638,2894,5062
2021-07-13,NAV,Navarra,657,3189,5601
2021-07-14,NAV,Navarra,598,3478,6036
2021-07-15,NAV,Navarra,590,3780,6371
2021-07-16,NAV,Navarra,382,3806,6352
2021-07-17,NAV,Navarra,437,3796,6341
2021-07-18,NAV,Navarra,454,3756,6406
2021-07-19,NAV,Navarra,452,3570,6464
2021-07-20,NAV,Navarra,498,3411,6600
2021-07-21,NAV,Navarra,426,3239,6717
2021-07-22,NAV,Navarra,381,3030,6810
2021-07-23,NAV,Navarra,371,3019,6825
2021-07-24,NAV,Navarra,380,2962,6758
2021-07-25,NAV,Navarra,342,2850,6606
2021-07-26,NAV,Navarra,349,2747,6317
2021-07-27,NAV,Navarra,387,2636,6047
2021-07-28,NAV,Navarra,410,2620,5859
2021-07-29,NAV,Navarra,346,2585,5615
2021-07-30,NAV,Navarra,307,2521,5540
2021-07-31,NAV,Navarra,267,2408,5370
2021-06-15,NC,No Consta,14,0,0
2021-06-16,NC,No Consta,11,0,0
2021-06-17,NC,No Consta,16,0,0
2021-06-18,NC,No Consta,8,0,0
2021-06-19,NC,No Consta,11,0,0
2021-06-20,NC,No Consta,9,0,0
2021-06-21,NC,No Consta,11,80,0
2021-06-22,NC,No Consta,18,84,0
2021-06-23,NC,No Consta,13,86,0
2021-06-24,NC,No Consta,16,86,0
2021-06-25,NC,No Consta,25,103,0
2021-06-26,NC,No Consta,31,123,0
2021-06-27,NC,No Consta,28,142,0
2021-06-28,NC,No Consta,71,202,282
2021-06-29,NC,No Consta,74,258,342
2021-06-30,NC,No Consta,67,312,398
2021-07-01,NC,No Consta,79,375,461
2021-07-02,NC,No Consta,96,446,549
2021-07-03,NC,No Consta,67,482,605
2021-07-04,NC,No Consta,79,533,675
2021-07-05,NC,No Consta,101,563,765
2021-07-06,NC,No Consta,126,615,873
2021-07-07,NC,No Consta,95,643,955
2021-07-08,NC,No Consta,82,646,1021
2021-07-09,NC,No Consta,112,662,1108
2021-07-10,NC,No Consta,107,702,1184
2021-07-11,NC,No Consta,96,719,1252
2021-07-12,NC,No Consta,101,719,1282
2021-07-13,NC,No Consta,121,714,1329
2021-07-14,NC,No Consta,124,743,1386
2021-07-15,NC,No Consta,99,760,1406
2021-07-16,NC,No Consta,112,760,1422
2021-07-17,NC,No Consta,106,759,1461
2021-07-18,NC,No Consta,110,773,1492
2021-07-19,NC,No Consta,168,840,1559
2021-07-20,NC,No Consta,143,862,1576
2021-07-21,NC,No Consta,146,884,1627
2021-07-22,NC,No Consta,118,903,1663
2021-07-23,NC,No Consta,132,923,1683
2021-07-24,NC,No Consta,126,943,1702
2021-07-25,NC,No Consta,83,916,1689
2021-07-26,NC,No Consta,137,885,1725
2021-07-27,NC,No Consta,108,850,1712
2021-07-28,NC,No Consta,133,837,1721
2021-07-29,NC,No Consta,111,830,1733
2021-07-30,NC,No Consta,134,832,1755
2021-07-31,NC,No Consta,98,804,1747
2021-06-15,OU,Ourense,16,0,0
2021-06-16,OU,Ourense,12,0,0
2021-06-17,OU,Ourense,5,0,0
2021-06-18,OU,Ourense,15,0,0
2021-06-19,OU,Ourense,5,0,0
2021-06-20,OU,Ourense,10,0,0
2021-06-21,OU,Ourense,9,72,0
2021-06-22,OU,Ourense,15,71,0
2021-06-23,OU,Ourense,16,75,0
2021-06-24,OU,Ourense,19,89,0
2021-06-25,OU,Ourense,26,100,0
2021-06-26,OU,Ourense,15,110,0
2021-06-27,OU,Ourense,22,122,0
2021-06-28,OU,Ourense,14,127,199
2021-06-29,OU,Ourense,33,145,216
2021-06-30,OU,Ourense,48,177,252
2021-07-01,OU,Ourense,49,207,296
2021-07-02,OU,Ourense,29,210,310
2021-07-03,OU,Ourense,49,244,354
2021-07-04,OU,Ourense,57,279,401
2021-07-05,OU,Ourense,98,363,490
2021-07-06,OU,Ourense,154,484,629
2021-07-07,OU,Ourense,178,614,791
2021-07-08,OU,Ourense,140,705,912
2021-07-09,OU,Ourense,140,816,1026
2021-07-10,OU,Ourense,153,920,1164
2021-07-11,OU,Ourense,150,1013,1292
2021-07-12,OU,Ourense,204,1119,1482
2021-07-13,OU,Ourense,197,1162,1646
2021-07-14,OU,Ourense,200,1184,1798
2021-07-15,OU,Ourense,193,1237,1942
2021-07-16,OU,Ourense,166,1263,2079
2021-07-17,OU,Ourense,152,1262,2182
2021-07-18,OU,Ourense,83,1195,2208
2021-07-19,OU,Ourense,153,1144,2263
2021-07-20,OU,Ourense,163,1110,2272
2021-07-21,OU,Ourense,157,1067,2251
2021-07-22,OU,Ourense,170,1044,2281
2021-07-23,OU,Ourense,133,1011,2274
2021-07-24,OU,Ourense,79,938,2200
2021-07-25,OU,Ourense,64,919,2114
2021-07-26,OU,Ourense,106,872,2016
2021-07-27,OU,Ourense,105,814,1924
2021-07-28,OU,Ourense,106,763,1830
2021-07-29,OU,Ourense,69,662,1706
2021-07-30,OU,Ourense,77,606,1617
2021-07-31,OU,Ourense,66,593,1531
2021-06-15,PA,Palencia,6,0,0
2021-06-16,PA,Palencia,4,0,0
2021-06-17,PA,Palencia,2,0,0
2021-06-18,PA,Palencia,4,0,0
2021-06-19,PA,Palencia,7,0,0
2021-06-20,PA,Palencia,2,0,0
2021-06-21,PA,Palencia,6,31,0
2021-06-22,PA,Palencia,8,33,0
2021-06-23,PA,Palencia,4,33,0
2021-06-24,PA,Palencia,6,37,0
2021-06-25,PA,Palencia,9,42,0
2021-06-26,PA,Palencia,9,44,0
2021-06-27,PA,Palencia,15,57,0
2021-06-28,PA,Palencia,19,70,101
2021-06-29,PA,Palencia,33,95,128
2021-06-30,PA,Palencia,56,147,180
2021-07-01,PA,Palencia,70,211,248
2021-07-02,PA,Palencia,87,289,331
2021-07-03,PA,Palencia,68,348,392
2021-07-04,PA,Palencia,76,409,466
2021-07-05,PA,Palencia,126,516,586
2021-07-06,PA,Palencia,117,600,695
2021-07-07,PA,Palencia,195,739,886
2021-07-08,PA,Palencia,154,823,1034
2021-07-09,PA,Palencia,156,892,1181
2021-07-10,PA,Palencia,153,977,1325
2021-07-11,PA,Palencia,133,1034,1443
2021-07-12,PA,Palencia,163,1071,1587
2021-07-13,PA,Palencia,159,1113,1713
2021-07-14,PA,Palencia,132,1050,1789
2021-07-15,PA,Palencia,127,1023,1846
2021-07-16,PA,Palencia,134,1001,1893
2021-07-17,PA,Palencia,156,1004,1981
2021-07-18,PA,Palencia,103,974,2008
2021-07-19,PA,Palencia,158,969,2040
2021-07-20,PA,Palencia,158,968,2081
2021-07-21,PA,Palencia,129,965,2015
2021-07-22,PA,Palencia,102,940,1963
2021-07-23,PA,Palencia,108,914,1915
2021-07-24,PA,Palencia,151,909,1913
2021-07-25,PA,Palencia,71,877,1851
2021-07-26,PA,Palencia,109,828,1797
2021-07-27,PA,Palencia,109,779,1747
2021-07-28,PA,Palencia,108,758,1723
2021-07-29,PA,Palencia,93,749,1689
2021-07-30,PA,Palencia,60,701,1615
2021-07-31,PA,Palencia,64,614,1523
2021-06-15,PO,Pontevedra,14,0,0
2021-06-16,PO,Pontevedra,18,0,0
2021-06-17,PO,Pontevedra,22,0,0
2021-06-18,PO,Pontevedra,21,0,0
2021-06-19,PO,Pontevedra,14,0,0
2021-06-20,PO,Pontevedra,37,0,0
2021-06-21,PO,Pontevedra,40,166,0
2021-06-22,PO,Pontevedra,56,208,0
2021-06-23,PO,Pontevedra,59,249,0
2021-06-24,PO,Pontevedra,85,312,0
2021-06-25,PO,Pontevedra,68,359,0
2021-06-26,PO,Pontevedra,80,425,0
2021-06-27,PO,Pontevedra,57,445,0
2021-06-28,PO,Pontevedra,96,501,667
2021-06-29,PO,Pontevedra,108,553,761
2021-06-30,PO,Pontevedra,137,631,880
2021-07-01,PO,Pontevedra,129,675,987
2021-07-02,PO,Pontevedra,120,727,1086
2021-07-03,PO,Pontevedra,143,790,1215
2021-07-04,PO,Pontevedra,166,899,1344
2021-07-05,PO,Pontevedra,222,1025,1526
2021-07-06,PO,Pontevedra,273,1190,1743
2021-07-07,PO,Pontevedra,262,1315,1946
2021-07-08,PO,Pontevedra,250,1436,2111
2021-07-09,PO,Pontevedra,356,1672,2399
2021-07-10,PO,Pontevedra,309,1838,2628
2021-07-11,PO,Pontevedra,381,2053,2952
2021-07-12,PO,Pontevedra,613,2444,3469
2021-07-13,PO,Pontevedra,615,2786,3976
2021-07-14,PO,Pontevedra,634,3158,4473
2021-07-15,PO,Pontevedra,499,3407,4843
2021-07-16,PO,Pontevedra,632,3683,5355
2021-07-17,PO,Pontevedra,510,3884,5722
2021-07-18,PO,Pontevedra,497,4000,6053
2021-07-19,PO,Pontevedra,737,4124,6568
2021-07-20,PO,Pontevedra,646,4155,6941
2021-07-21,PO,Pontevedra,637,4158,7316
2021-07-22,PO,Pontevedra,564,4223,7630
2021-07-23,PO,Pontevedra,549,4140,7823
2021-07-24,PO,Pontevedra,454,4084,7968
2021-07-25,PO,Pontevedra,438,4025,8025
2021-07-26,PO,Pontevedra,500,3788,7912
2021-07-27,PO,Pontevedra,483,3625,7780
2021-07-28,PO,Pontevedra,442,3430,7588
2021-07-29,PO,Pontevedra,420,3286,7509
2021-07-30,PO,Pontevedra,523,3260,7400
2021-07-31,PO,Pontevedra,381,3187,7271
2021-06-15,S,Sevilla,281,0,0
2021-06-16,S,Sevilla,275,0,0
2021-06-17,S,Sevilla,295,0,0
2021-06-18,S,Sevilla,351,0,0
2021-06-19,S,Sevilla,185,0,0
2021-06-20,S,Sevilla,151,0,0
2021-06-21,S,Sevilla,212,1750,0
2021-06-22,S,Sevilla,189,1658,0
2021-06-23,S,Sevilla,200,1583,0
2021-06-24,S,Sevilla,231,1519,0
2021-06-25,S,Sevilla,263,1431,0
2021-06-26,S,Sevilla,215,1461,0
2021-06-27,S,Sevilla,108,1418,0
2021-06-28,S,Sevilla,263,1469,3219
2021-06-29,S,Sevilla,327,1607,3265
2021-06-30,S,Sevilla,333,1740,3323
2021-07-01,S,Sevilla,333,1842,3361
2021-07-02,S,Sevilla,285,1864,3295
2021-07-03,S,Sevilla,229,1878,3339
2021-07-04,S,Sevilla,177,1947,3365
2021-07-05,S,Sevilla,372,2056,3525
2021-07-06,S,Sevilla,366,2095,3702
2021-07-07,S,Sevilla,327,2089,3829
2021-07-08,S,Sevilla,376,2132,3974
2021-07-09,S,Sevilla,412,2259,4123
2021-07-10,S,Sevilla,362,2392,4270
2021-07-11,S,Sevilla,252,2467,4414
2021-07-12,S,Sevilla,442,2537,4593
2021-07-13,S,Sevilla,552,2723,4818
2021-07-14,S,Sevilla,493,2889,4978
2021-07-15,S,Sevilla,695,3208,5340
2021-07-16,S,Sevilla,648,3444,5703
2021-07-17,S,Sevilla,537,3619,6011
2021-07-18,S,Sevilla,386,3753,6220
2021-07-19,S,Sevilla,730,4041,6578
2021-07-20,S,Sevilla,992,4481,7204
2021-07-21,S,Sevilla,701,4689,7578
2021-07-22,S,Sevilla,836,4830,8038
2021-07-23,S,Sevilla,803,4985,8429
2021-07-24,S,Sevilla,530,4978,8597
2021-07-25,S,Sevilla,460,5052,8805
2021-07-26,S,Sevilla,837,5159,9200
2021-07-27,S,Sevilla,922,5089,9570
2021-07-28,S,Sevilla,969,5357,10046
2021-07-29,S,Sevilla,959,5480,10310
2021-07-30,S,Sevilla,926,5603,10588
2021-07-31,S,Sevilla,653,5726,10704
2021-06-15,SA,Salamanca,10,0,0
2021-06-16,SA,Salamanca,8,0,0
2021-06-17,SA,Salamanca,8,0,0
2021-06-18,SA,Salamanca,11,0,0
2021-06-19,SA,Salamanca,6,0,0
2021-06-20,SA,Salamanca,7,0,0
2021-06-21,SA,Salamanca,13,63,0
2021-06-22,SA,Salamanca,11,64,0
2021-06-23,SA,Salamanca,13,69,0
2021-06-24,SA,Salamanca,11,72,0
2021-06-25,SA,Salamanca,19,80,0
2021-06-26,SA,Salamanca,24,98,0
2021-06-27,SA,Salamanca,34,125,0
2021-06-28,SA,Salamanca,68,180,243
2021-06-29,SA,Salamanca,102,271,335
2021-06-30,SA,Salamanca,107,365,434
2021-07-01,SA,Salamanca,105,459,531
2021-07-02,SA,Salamanca,118,558,638
2021-07-03,SA,Salamanca,107,641,739
2021-07-04,SA,Salamanca,124,731,856
2021-07-05,SA,Salamanca,137,800,980
2021-07-06,SA,Salamanca,232,930,1201
2021-07-07,SA,Salamanca,194,1017,1382
2021-07-08,SA,Salamanca,147,1059,1518
2021-07-09,SA,Salamanca,166,1107,1665
2021-07-10,SA,Salamanca,156,1156,1797
2021-07-11,SA,Salamanca,233,1265,1996
2021-07-12,SA,Salamanca,177,1305,2105
2021-07-13,SA,Salamanca,140,1213,2143
2021-07-14,SA,Salamanca,151,1170,2187
2021-07-15,SA,Salamanca,121,1144,2203
2021-07-16,SA,Salamanca,113,1091,2198
2021-07-17,SA,Salamanca,88,1023,2179
2021-07-18,SA,Salamanca,87,877,2142
2021-07-19,SA,Salamanca,100,800,2105
2021-07-20,SA,Salamanca,103,763,1976
2021-07-21,SA,Salamanca,80,692,1862
2021-07-22,SA,Salamanca,125,696,1840
2021-07-23,SA,Salamanca,51,634,1725
2021-07-24,SA,Salamanca,69,615,1638
2021-07-25,SA,Salamanca,45,573,1450
2021-07-26,SA,Salamanca,80,553,1353
2021-07-27,SA,Salamanca,94,544,1307
2021-07-28,SA,Salamanca,81,545,1237
2021-07-29,SA,Salamanca,61,481,1177
2021-07-30,SA,Salamanca,59,489,1123
2021-07-31,SA,Salamanca,66,486,1101
2021-06-15,SG,Segovia,2,0,0
2021-06-16,SG,Segovia,1,0,0
2021-06-17,SG,Segovia,2,0,0
2021-06-18,SG,Segovia,6,0,0
2021-06-19,SG,Segovia,1,0,0
2021-06-20,SG,Segovia,0,0,0
2021-06-21,SG,Segovia,5,17,0
2021-06-22,SG,Segovia,0,15,0
2021-06-23,SG,Segovia,6,20,0
2021-06-24,SG,Segovia,3,21,0
2021-06-25,SG,Segovia,2,17,0
2021-06-26,SG,Segovia,7,23,0
2021-06-27,SG,Segovia,1,24,0
2021-06-28,SG,Segovia,11,30,47
2021-06-29,SG,Segovia,14,44,59
2021-06-30,SG,Segovia,18,56,76
2021-07-01,SG,Segovia,27,80,101
2021-07-02,SG,Segovia,29,107,124
2021-07-03,SG,Segovia,29,129,152
2021-07-04,SG,Segovia,53,181,205
2021-07-05,SG,Segovia,49,219,249
2021-07-06,SG,Segovia,57,262,306
2021-07-07,SG,Segovia,93,337,393
2021-07-08,SG,Segovia,56,366,446
2021-07-09,SG,Segovia,64,401,508
2021-07-10,SG,Segovia,49,421,550
2021-07-11,SG,Segovia,42,410,591
2021-07-12,SG,Segovia,60,421,640
2021-07-13,SG,Segovia,71,435,697
2021-07-14,SG,Segovia,70,412,749
2021-07-15,SG,Segovia,55,411,777
2021-07-16,SG,Segovia,62,409,810
2021-07-17,SG,Segovia,63,423,844
2021-07-18,SG,Segovia,58,439,849
2021-07-19,SG,Segovia,78,457,878
2021-07-20,SG,Segovia,66,452,887
2021-07-21,SG,Segovia,87,469,881
2021-07-22,SG,Segovia,75,489,900
2021-07-23,SG,Segovia,49,476,885
2021-07-24,SG,Segovia,42,455,878
2021-07-25,SG,Segovia,47,444,883
2021-07-26,SG,Segovia,56,422,879
2021-07-27,SG,Segovia,74,430,882
2021-07-28,SG,Segovia,67,410,879
2021-07-29,SG,Segovia,49,384,873
2021-07-30,SG,Segovia,54,389,865
2021-07-31,SG,Segovia,55,402,857
2021-06-15,SO,Soria,4,0,0
2021-06-16,SO,Soria,5,0,0
2021-06-17,SO,Soria,0,0,0
2021-06-18,SO,Soria,0,0,0
2021-06-19,SO,Soria,0,0,0
2021-06-20,SO,Soria,2,0,0
2021-06-21,SO,Soria,6,17,0
2021-06-22,SO,Soria,2,15,0
2021-06-23,SO,Soria,4,14,0
2021-06-24,SO,Soria,3,17,0
2021-06-25,SO,Soria,6,23,0
2021-06-26,SO,Soria,4,27,0
2021-06-27,SO,Soria,14,39,0
2021-06-28,SO,Soria,10,43,60
2021-06-29,SO,Soria,12,53,68
2021-06-30,SO,Soria,15,64,78
2021-07-01,SO,Soria,18,79,96
2021-07-02,SO,Soria,24,97,120
2021-07-03,SO,Soria,25,118,145
2021-07-04,SO,Soria,23,127,166
2021-07-05,SO,Soria,38,155,198
2021-07-06,SO,Soria,41,184,237
2021-07-07,SO,Soria,71,240,304
2021-07-08,SO,Soria,54,276,355
2021-07-09,SO,Soria,49,301,398
2021-07-10,SO,Soria,48,324,442
2021-07-11,SO,Soria,60,361,488
2021-07-12,SO,Soria,71,394,549
2021-07-13,SO,Soria,59,412,596
2021-07-14,SO,Soria,66,407,647
2021-07-15,SO,Soria,67,420,696
2021-07-16,SO,Soria,58,429,730
2021-07-17,SO,Soria,70,451,775
2021-07-18,SO,Soria,61,452,813
2021-07-19,SO,Soria,65,446,840
2021-07-20,SO,Soria,72,459,871
2021-07-21,SO,Soria,59,452,859
2021-07-22,SO,Soria,71,456,876
2021-07-23,SO,Soria,41,439,868
2021-07-24,SO,Soria,41,410,861
2021-07-25,SO,Soria,36,385,837
2021-07-26,SO,Soria,60,380,826
2021-07-27,SO,Soria,49,357,816
2021-07-28,SO,Soria,53,351,803
2021-07-29,SO,Soria,35,315,771
2021-07-30,SO,Soria,35,309,748
2021-07-31,SO,Soria,33,301,711
2021-06-15,TA,Tarragona,67,0,0
2021-06-16,TA,Tarragona,61,0,0
2021-06-17,TA,Tarragona,52,0,0
2021-06-18,TA,Tarragona,56,0,0
2021-06-19,TA,Tarragona,41,0,0
2021-06-20,TA,Tarragona,50,0,0
2021-06-21,TA,Tarragona,78,405,0
2021-06-22,TA,Tarragona,88,426,0
2021-06-23,TA,Tarragona,88,453,0
2021-06-24,TA,Tarragona,60,461,0
2021-06-25,TA,Tarragona,99,504,0
2021-06-26,TA,Tarragona,122,585,0
2021-06-27,TA,Tarragona,180,715,0
2021-06-28,TA,Tarragona,255,892,1297
2021-06-29,TA,Tarragona,279,1083,1509
2021-06-30,TA,Tarragona,330,1325,1778
2021-07-01,TA,Tarragona,335,1600,2061
2021-07-02,TA,Tarragona,361,1862,2366
2021-07-03,TA,Tarragona,391,2131,2716
2021-07-04,TA,Tarragona,357,2308,3023
2021-07-05,TA,Tarragona,585,2638,3530
2021-07-06,TA,Tarragona,634,2993,4076
2021-07-07,TA,Tarragona,749,3412,4737
2021-07-08,TA,Tarragona,685,3762,5362
2021-07-09,TA,Tarragona,710,4111,5973
2021-07-10,TA,Tarragona,616,4336,6467
2021-07-11,TA,Tarragona,544,4523,6831
2021-07-12,TA,Tarragona,729,4667,7305
2021-07-13,TA,Tarragona,753,4786,7779
2021-07-14,TA,Tarragona,689,4726,8138
2021-07-15,TA,Tarragona,646,4687,8449
2021-07-16,TA,Tarragona,723,4700,8811
2021-07-17,TA,Tarragona,598,4682,9018
2021-07-18,TA,Tarragona,508,4646,9169
2021-07-19,TA,Tarragona,701,4618,9285
2021-07-20,TA,Tarragona,653,4518,9304
2021-07-21,TA,Tarragona,631,4460,9186
2021-07-22,TA,Tarragona,538,4352,9039
2021-07-23,TA,Tarragona,476,4105,8805
2021-07-24,TA,Tarragona,409,3916,8598
2021-07-25,TA,Tarragona,366,3774,8420
2021-07-26,TA,Tarragona,449,3522,8140
2021-07-27,TA,Tarragona,441,3310,7828
2021-07-28,TA,Tarragona,392,3071,7531
2021-07-29,TA,Tarragona,277,2810,7162
2021-07-30,TA,Tarragona,331,2665,6770
2021-07-31,TA,Tarragona,206,2462,6378
2021-06-15,TE,Teruel,10,0,0
2021-06-16,TE,Teruel,14,0,0
2021-06-17,TE,Teruel,12,0,0
2021-06-18,TE,Teruel,16,0,0
2021-06-19,TE,Teruel,8,0,0
2021-06-20,TE,Teruel,6,0,0
2021-06-21,TE,Teruel,13,79,0
2021-06-22,TE,Teruel,15,84,0
2021-06-23,TE,Teruel,7,77,0
2021-06-24,TE,Teruel,9,74,0
2021-06-25,TE,Teruel,15,73,0
2021-06-26,TE,Teruel,11,76,0
2021-06-27,TE,Teruel,14,84,0
2021-06-28,TE,Teruel,14,85,164
2021-06-29,TE,Teruel,34,104,188
2021-06-30,TE,Teruel,19,116,193
2021-07-01,TE,Teruel,32,139,213
2021-07-02,TE,Teruel,46,170,243
2021-07-03,TE,Teruel,31,190,266
2021-07-04,TE,Teruel,30,206,290
2021-07-05,TE,Teruel,65,257,342
2021-07-06,TE,Teruel,53,276,380
2021-07-07,TE,Teruel,77,334,450
2021-07-08,TE,Teruel,73,375,514
2021-07-09,TE,Teruel,62,391,561
2021-07-10,TE,Teruel,54,414,604
2021-07-11,TE,Teruel,56,440,646
2021-07-12,TE,Teruel,71,446,703
2021-07-13,TE,Teruel,87,480,756
2021-07-14,TE,Teruel,85,488,822
2021-07-15,TE,Teruel,77,492,867
2021-07-16,TE,Teruel,48,478,869
2021-07-17,TE,Teruel,58,482,896
2021-07-18,TE,Teruel,47,473,913
2021-07-19,TE,Teruel,86,488,934
2021-07-20,TE,Teruel,80,481,961
2021-07-21,TE,Teruel,86,482,970
2021-07-22,TE,Teruel,91,496,988
2021-07-23,TE,Teruel,64,512,990
2021-07-24,TE,Teruel,33,487,969
2021-07-25,TE,Teruel,45,485,958
2021-07-26,TE,Teruel,55,454,942
2021-07-27,TE,Teruel,52,426,907
2021-07-28,TE,Teruel,67,407,889
2021-07-29,TE,Teruel,61,377,873
2021-07-30,TE,Teruel,51,364,876
2021-07-31,TE,Teruel,31,362,849
2021-06-15,TF,Sta. Cruz de Tenerife,154,0,0
2021-06-16,TF,Sta. Cruz de Tenerife,122,0,0
2021-06-17,TF,Sta. Cruz de Tenerife,125,0,0
2021-06-18,TF,Sta. Cruz de Tenerife,123,0,0
2021-06-19,TF,Sta. Cruz de Tenerife,120,0,0
2021-06-20,TF,Sta. Cruz de Tenerife,147,0,0
2021-06-21,TF,Sta. Cruz de Tenerife,172,963,0
2021-06-22,TF,Sta. Cruz de Tenerife,150,959,0
2021-06-23,TF,Sta. Cruz de Tenerife,124,961,0
2021-06-24,TF,Sta. Cruz de Tenerife,145,981,0
2021-06-25,TF,Sta. Cruz de Tenerife,165,1023,0
2021-06-26,TF,Sta. Cruz de Tenerife,153,1056,0
2021-06-27,TF,Sta. Cruz de Tenerife,152,1061,0
2021-06-28,TF,Sta. Cruz de Tenerife,227,1116,2079
2021-06-29,TF,Sta. Cruz de Tenerife,258,1224,2183
2021-06-30,TF,Sta. Cruz de Tenerife,234,1334,2295
2021-07-01,TF,Sta. Cruz de Tenerife,247,1436,2417
2021-07-02,TF,Sta. Cruz de Tenerife,237,1508,2531
2021-07-03,TF,Sta. Cruz de Tenerife,224,1579,2635
2021-07-04,TF,Sta. Cruz de Tenerife,226,1653,2714
2021-07-05,TF,Sta. Cruz de Tenerife,287,1713,2829
2021-07-06,TF,Sta. Cruz de Tenerife,297,1752,2976
2021-07-07,TF,Sta. Cruz de Tenerife,339,1857,3191
2021-07-08,TF,Sta. Cruz de Tenerife,323,1933,3369
2021-07-09,TF,Sta. Cruz de Tenerife,330,2026,3534
2021-07-10,TF,Sta. Cruz de Tenerife,304,2106,3685
2021-07-11,TF,Sta. Cruz de Tenerife,289,2169,3822
2021-07-12,TF,Sta. Cruz de Tenerife,409,2291,4004
2021-07-13,TF,Sta. Cruz de Tenerife,410,2404,4156
2021-07-14,TF,Sta. Cruz de Tenerife,371,2436,4293
2021-07-15,TF,Sta. Cruz de Tenerife,389,2502,4435
2021-07-16,TF,Sta. Cruz de Tenerife,359,2531,4557
2021-07-17,TF,Sta. Cruz de Tenerife,394,2621,4727
2021-07-18,TF,Sta. Cruz de Tenerife,433,2765,4934
2021-07-19,TF,Sta. Cruz de Tenerife,533,2889,5180
2021-07-20,TF,Sta. Cruz de Tenerife,487,2966,5370
2021-07-21,TF,Sta. Cruz de Tenerife,497,3092,5528
2021-07-22,TF,Sta. Cruz de Tenerife,456,3159,5661
2021-07-23,TF,Sta. Cruz de Tenerife,419,3219,5750
2021-07-24,TF,Sta. Cruz de Tenerife,405,3230,5851
2021-07-25,TF,Sta. Cruz de Tenerife,384,3181,5946
2021-07-26,TF,Sta. Cruz de Tenerife,410,3058,5947
2021-07-27,TF,Sta. Cruz de Tenerife,512,3083,6049
2021-07-28,TF,Sta. Cruz de Tenerife,391,2977,6069
2021-07-29,TF,Sta. Cruz de Tenerife,394,2915,6074
2021-07-30,TF,Sta. Cruz de Tenerife,343,2839,6058
2021-07-31,TF,Sta. Cruz de Tenerife,267,2701,5931
2021-06-15,TO,Toledo,49,0,0
2021-06-16,TO,Toledo,58,0,0
2021-06-17,TO,Toledo,34,0,0
2021-06-18,TO,Toledo,40,0,0
2021-06-19,TO,Toledo,13,0,0
2021-06-20,TO,Toledo,25,0,0
2021-06-21,TO,Toledo,42,261,0
2021-06-22,TO,Toledo,50,262,0
2021-06-23,TO,Toledo,32,236,0
2021-06-24,TO,Toledo,43,245,0
2021-06-25,TO,Toledo,51,256,0
2021-06-26,TO,Toledo,29,272,0
2021-06-27,TO,Toledo,27,274,0
