Fecha,ProvinciaId,Casos,Casos7,Casos14
2020-04-09,VA,174,1039,1617
2020-04-10,VA,273,1214,1763
2020-04-11,VA,118,1206,1792
2020-04-12,VA,188,1342,1920
2020-04-13,VA,176,1432,2045
2020-04-14,VA,108,1412,2056
2020-04-15,VA,46,1324,2031
2020-04-16,VA,43,1126,1991
2020-04-17,VA,56,1008,1949
2020-04-18,VA,18,753,1841
2020-04-19,VA,29,664,1818
2020-04-20,VA,69,545,1801
2020-04-21,VA,101,470,1774
2020-04-22,VA,33,395,1673
2020-04-23,VA,24,373,1456
2020-04-24,VA,59,389,1341
2020-04-25,VA,70,403,1138
2020-04-26,VA,42,427,1062
2020-04-27,VA,50,448,924
2020-04-28,VA,43,422,791
2020-04-29,VA,27,348,710
2020-04-30,VA,40,355,704
2020-03-15,VI,37,37,37
2020-03-16,VI,43,80,80
2020-03-17,VI,77,157,157
2020-03-18,VI,81,238,238
2020-03-19,VI,77,315,315
2020-03-20,VI,118,433,433
2020-03-21,VI,83,516,516
2020-03-22,VI,90,606,606
2020-03-23,VI,96,665,702
2020-03-24,VI,135,757,837
2020-03-25,VI,233,913,1070
2020-03-26,VI,168,1000,1238
2020-03-27,VI,166,1089,1404
2020-03-28,VI,147,1118,1551
2020-03-29,VI,97,1132,1648
2020-03-30,VI,62,1104,1673
2020-03-31,VI,153,1161,1783
2020-04-01,VI,95,1121,1801
2020-04-02,VI,94,982,1814
2020-04-03,VI,116,930,1853
2020-04-04,VI,78,842,1813
2020-04-05,VI,67,762,1797
2020-04-06,VI,34,699,1741
2020-04-07,VI,66,703,1711
2020-04-08,VI,51,601,1627
2020-04-09,VI,58,564,1452
2020-04-10,VI,28,498,1312
2020-04-11,VI,24,406,1170
2020-04-12,VI,7,335,1030
2020-04-13,VI,12,280,945
2020-04-14,VI,9,255,892
2020-04-15,VI,40,229,779
2020-04-16,VI,25,203,709
2020-04-17,VI,21,166,636
2020-04-18,VI,15,153,535
2020-04-19,VI,15,144,472
2020-04-20,VI,9,146,414
2020-04-21,VI,9,143,389
2020-04-22,VI,18,152,341
2020-04-23,VI,16,128,306
2020-04-24,VI,9,112,257
2020-04-25,VI,16,107,245
2020-04-26,VI,1,93,222
2020-04-27,VI,4,82,219
2020-04-28,VI,9,82,216
2020-04-29,VI,5,78,212
2020-04-30,VI,5,65,177
2020-03-15,ZA,24,24,24
2020-03-16,ZA,27,51,51
2020-03-17,ZA,30,81,81
2020-03-18,ZA,46,127,127
2020-03-19,ZA,69,196,196
2020-03-20,ZA,82,278,278
2020-03-21,ZA,102,380,380
2020-03-22,ZA,74,454,454
2020-03-23,ZA,99,529,553
2020-03-24,ZA,147,649,700
2020-03-25,ZA,186,805,886
2020-03-26,ZA,177,936,1063
2020-03-27,ZA,210,1077,1273
2020-03-28,ZA,155,1150,1428
2020-03-29,ZA,98,1146,1526
2020-03-30,ZA,143,1215,1645
2020-03-31,ZA,202,1318,1820
2020-04-01,ZA,151,1322,1941
2020-04-02,ZA,131,1267,2026
2020-04-03,ZA,130,1220,2087
2020-04-04,ZA,75,1085,2080
2020-04-05,ZA,72,1002,2050
2020-04-06,ZA,121,1025,2097
2020-04-07,ZA,66,948,2064
2020-04-08,ZA,120,866,2037
2020-04-09,ZA,107,822,1958
2020-04-10,ZA,73,764,1854
2020-04-11,ZA,83,717,1727
2020-04-12,ZA,60,702,1632
2020-04-13,ZA,56,686,1590
2020-04-14,ZA,60,625,1507
2020-04-15,ZA,58,617,1363
2020-04-16,ZA,63,560,1275
2020-04-17,ZA,46,499,1190
2020-04-18,ZA,39,465,1099
2020-04-19,ZA,44,426,1068
2020-04-20,ZA,55,421,1051
2020-04-21,ZA,67,432,997
2020-04-22,ZA,47,419,978
2020-04-23,ZA,46,407,904
2020-04-24,ZA,54,398,851
2020-04-25,ZA,24,376,802
2020-04-26,ZA,13,350,732
2020-04-27,ZA,43,349,715
2020-04-28,ZA,54,348,713
2020-04-29,ZA,18,299,671
2020-04-30,ZA,31,283,644
2020-03-15,ZM,4,4,4
2020-03-16,ZM,7,11,11
2020-03-17,ZM,9,20,20
2020-03-18,ZM,10,30,30
2020-03-19,ZM,12,42,42
2020-03-20,ZM,14,56,56
2020-03-21,ZM,13,69,69
2020-03-22,ZM,14,83,83
2020-03-23,ZM,13,92,96
2020-03-24,ZM,2,87,98
2020-03-25,ZM,13,91,111
2020-03-26,ZM,18,99,129
2020-03-27,ZM,58,145,187
2020-03-28,ZM,18,149,205
2020-03-29,ZM,11,147,216
2020-03-30,ZM,15,148,227
2020-03-31,ZM,5,140,225
2020-04-01,ZM,29,167,245
2020-04-02,ZM,9,163,244
2020-04-03,ZM,28,173,260
2020-04-04,ZM,11,126,257
2020-04-05,ZM,5,113,249
2020-04-06,ZM,12,114,247
2020-04-07,ZM,23,122,257
2020-04-08,ZM,6,123,261
2020-04-09,ZM,39,133,287
2020-04-10,ZM,11,135,280
2020-04-11,ZM,16,123,238
2020-04-12,ZM,40,152,260
2020-04-13,ZM,21,168,270
2020-04-14,ZM,18,174,273
2020-04-15,ZM,9,160,277
2020-04-16,ZM,27,181,275
2020-04-17,ZM,9,151,275
2020-04-18,ZM,3,143,250
2020-04-19,ZM,6,133,245
2020-04-20,ZM,8,101,248
2020-04-21,ZM,6,86,242
2020-04-22,ZM,13,81,232
2020-04-23,ZM,4,76,230
2020-04-24,ZM,8,57,199
2020-04-25,ZM,2,50,190
2020-04-26,ZM,1,48,175
2020-04-27,ZM,8,50,143
2020-04-28,ZM,4,46,126
2020-04-29,ZM,6,46,114
2020-04-30,ZM,3,36,108
