Municipio,Fecha,Casos,Casos7,Casos14
Ajalvir,2021-06-15,0.0,0.0,0.0
Ajalvir,2021-06-16,0.0,0.0,0.25
Ajalvir,2021-06-17,0.0,0.0,0.5
Ajalvir,2021-06-18,0.0,0.0,0.75
Ajalvir,2021-06-19,0.07,0.5,1.0
Ajalvir,2021-06-20,0.07,0.5,1.25
Ajalvir,2021-06-21,0.07,0.5,1.5
Ajalvir,2021-06-22,0.14,1.0,2.0
Ajalvir,2021-06-23,0.14,1.0,2.0
Ajalvir,2021-06-24,0.14,1.0,2.0
Ajalvir,2021-06-25,0.14,1.0,2.0
Ajalvir,2021-06-26,0.14,1.0,2.0
Ajalvir,2021-06-27,0.14,1.0,2.0
Ajalvir,2021-06-28,0.14,1.0,2.0
Ajalvir,2021-06-29,0.14,1.0,2.0
Ajalvir,2021-06-30,0.14,1.0,2.2
Ajalvir,2021-07-01,0.14,1.0,2.4
Ajalvir,2021-07-02,0.14,1.0,2.6
Ajalvir,2021-07-03,0.14,1.0,2.8
Ajalvir,2021-07-04,0.21,1.5,3.0
Ajalvir,2021-07-05,0.21,1.5,3.2
Ajalvir,2021-07-06,0.21,1.5,3.4
Ajalvir,2021-07-07,0.21,1.5,3.6
Ajalvir,2021-07-08,0.21,1.5,3.8
Ajalvir,2021-07-09,0.29,2.0,4.0
Ajalvir,2021-07-10,0.29,2.0,4.2
Ajalvir,2021-07-11,0.29,2.0,4.4
Ajalvir,2021-07-12,0.29,2.0,4.6
Ajalvir,2021-07-13,0.36,2.5,5.0
Ajalvir,2021-07-14,0.43,3.0,6.12
Ajalvir,2021-07-15,0.5,3.5,7.25
Ajalvir,2021-07-16,0.57,4.0,8.38
Ajalvir,2021-07-17,0.64,4.5,9.5
Ajalvir,2021-07-18,0.71,5.0,10.62
Ajalvir,2021-07-19,0.79,5.5,11.75
Ajalvir,2021-07-20,1.0,7.0,14.0
Ajalvir,2021-07-21,1.0,7.0,14.75
Ajalvir,2021-07-22,1.07,7.5,15.5
Ajalvir,2021-07-23,1.14,8.0,16.25
Ajalvir,2021-07-24,1.21,8.5,17.0
Ajalvir,2021-07-25,1.21,8.5,17.75
Ajalvir,2021-07-26,1.29,9.0,18.5
Ajalvir,2021-07-27,1.43,10.0,20.0
Alameda Del Valle,2021-06-15,0.0,0.0,0.0
Alameda Del Valle,2021-06-16,0.0,0.0,0.0
Alameda Del Valle,2021-06-17,0.0,0.0,0.0
Alameda Del Valle,2021-06-18,0.0,0.0,0.0
Alameda Del Valle,2021-06-19,0.0,0.0,0.0
Alameda Del Valle,2021-06-20,0.0,0.0,0.0
Alameda Del Valle,2021-06-21,0.0,0.0,0.0
Alameda Del Valle,2021-06-22,0.0,0.0,0.0
Alameda Del Valle,2021-06-23,0.0,0.0,0.0
Alameda Del Valle,2021-06-24,0.0,0.0,0.0
Alameda Del Valle,2021-06-25,0.0,0.0,0.0
Alameda Del Valle,2021-06-26,0.0,0.0,0.0
Alameda Del Valle,2021-06-27,0.0,0.0,0.0
Alameda Del Valle,2021-06-28,0.0,0.0,0.0
Alameda Del Valle,2021-06-29,0.0,0.0,0.0
Alameda Del Valle,2021-06-30,0.0,0.0,0.13
Alameda Del Valle,2021-07-01,0.0,0.0,0.27
Alameda Del Valle,2021-07-02,0.0,0.0,0.4
Alameda Del Valle,2021-07-03,0.0,0.0,0.53
Alameda Del Valle,2021-07-04,0.0,0.0,0.67
Alameda Del Valle,2021-07-05,0.0,0.0,0.8
Alameda Del Valle,2021-07-06,0.0,0.0,0.93
Alameda Del Valle,2021-07-07,0.07,0.5,1.07
Alameda Del Valle,2021-07-08,0.07,0.5,1.2
Alameda Del Valle,2021-07-09,0.07,0.5,1.33
Alameda Del Valle,2021-07-10,0.07,0.5,1.47
Alameda Del Valle,2021-07-11,0.07,0.5,1.6
Alameda Del Valle,2021-07-12,0.07,0.5,1.73
Alameda Del Valle,2021-07-13,0.14,1.0,2.0
Alameda Del Valle,2021-07-14,0.07,0.5,1.75
Alameda Del Valle,2021-07-15,0.07,0.5,1.5
Alameda Del Valle,2021-07-16,0.07,0.5,1.25
Alameda Del Valle,2021-07-17,0.07,0.5,1.0
Alameda Del Valle,2021-07-18,0.0,0.0,0.75
Alameda Del Valle,2021-07-19,0.0,0.0,0.5
Alameda Del Valle,2021-07-20,0.0,0.0,0.0
Alameda Del Valle,2021-07-21,0.0,0.0,0.12
Alameda Del Valle,2021-07-22,0.0,0.0,0.25
Alameda Del Valle,2021-07-23,0.0,0.0,0.38
Alameda Del Valle,2021-07-24,0.0,0.0,0.5
Alameda Del Valle,2021-07-25,0.0,0.0,0.62
Alameda Del Valle,2021-07-26,0.0,0.0,0.75
Alameda Del Valle,2021-07-27,0.07,0.5,1.0
Alcala De Henares,2021-06-15,14.07,98.5,197.0
Alcala De Henares,2021-06-16,13.5,94.5,189.0
Alcala De Henares,2021-06-17,12.93,90.5,181.0
Alcala De Henares,2021-06-18,12.36,86.5,173.0
Alcala De Henares,2021-06-19,11.79,82.5,165.0
Alcala De Henares,2021-06-20,11.21,78.5,157.0
Alcala De Henares,2021-06-21,10.64,74.5,149.0
Alcala De Henares,2021-06-22,9.5,66.5,133.0
Alcala De Henares,2021-06-23,9.21,64.5,129.25
Alcala De Henares,2021-06-24,8.93,62.5,125.5
Alcala De Henares,2021-06-25,8.64,60.5,121.75
Alcala De Henares,2021-06-26,8.43,59.0,118.0
Alcala De Henares,2021-06-27,8.14,57.0,114.25
Alcala De Henares,2021-06-28,7.86,55.0,110.5
Alcala De Henares,2021-06-29,7.36,51.5,103.0
Alcala De Henares,2021-06-30,8.0,56.0,112.53
Alcala De Henares,2021-07-01,8.71,61.0,122.07
Alcala De Henares,2021-07-02,9.36,65.5,131.6
Alcala De Henares,2021-07-03,10.07,70.5,141.13
Alcala De Henares,2021-07-04,10.71,75.0,150.67
Alcala De Henares,2021-07-05,11.43,80.0,160.2
Alcala De Henares,2021-07-06,12.07,84.5,169.73
Alcala De Henares,2021-07-07,12.79,89.5,179.27
Alcala De Henares,2021-07-08,13.43,94.0,188.8
Alcala De Henares,2021-07-09,14.14,99.0,198.33
Alcala De Henares,2021-07-10,14.79,103.5,207.87
Alcala De Henares,2021-07-11,15.5,108.5,217.4
Alcala De Henares,2021-07-12,16.14,113.0,226.93
Alcala De Henares,2021-07-13,17.57,123.0,246.0
Alcala De Henares,2021-07-14,20.0,140.0,280.88
Alcala De Henares,2021-07-15,22.5,157.5,315.75
Alcala De Henares,2021-07-16,25.0,175.0,350.62
Alcala De Henares,2021-07-17,27.5,192.5,385.5
Alcala De Henares,2021-07-18,30.0,210.0,420.38
Alcala De Henares,2021-07-19,32.5,227.5,455.25
Alcala De Henares,2021-07-20,37.5,262.5,525.0
Alcala De Henares,2021-07-21,40.86,286.0,572.0
Alcala De Henares,2021-07-22,44.21,309.5,619.0
Alcala De Henares,2021-07-23,47.57,333.0,666.0
Alcala De Henares,2021-07-24,50.93,356.5,713.0
Alcala De Henares,2021-07-25,54.29,380.0,760.0
Alcala De Henares,2021-07-26,57.64,403.5,807.0
Alcala De Henares,2021-07-27,64.36,450.5,901.0
Alcobendas,2021-06-15,11.36,79.5,159.0
Alcobendas,2021-06-16,10.93,76.5,153.62
Alcobendas,2021-06-17,10.57,74.0,148.25
Alcobendas,2021-06-18,10.14,71.0,142.88
Alcobendas,2021-06-19,9.79,68.5,137.5
Alcobendas,2021-06-20,9.43,66.0,132.12
Alcobendas,2021-06-21,9.0,63.0,126.75
Alcobendas,2021-06-22,8.29,58.0,116.0
Alcobendas,2021-06-23,8.0,56.0,112.12
Alcobendas,2021-06-24,7.71,54.0,108.25
Alcobendas,2021-06-25,7.43,52.0,104.38
Alcobendas,2021-06-26,7.14,50.0,100.5
Alcobendas,2021-06-27,6.86,48.0,96.62
Alcobendas,2021-06-28,6.57,46.0,92.75
Alcobendas,2021-06-29,6.07,42.5,85.0
Alcobendas,2021-06-30,6.86,48.0,96.93
Alcobendas,2021-07-01,7.71,54.0,108.87
Alcobendas,2021-07-02,8.57,60.0,120.8
Alcobendas,2021-07-03,9.43,66.0,132.73
Alcobendas,2021-07-04,10.29,72.0,144.67
Alcobendas,2021-07-05,11.14,78.0,156.6
Alcobendas,2021-07-06,12.0,84.0,168.53
Alcobendas,2021-07-07,12.86,90.0,180.47
Alcobendas,2021-07-08,13.71,96.0,192.4
Alcobendas,2021-07-09,14.57,102.0,204.33
Alcobendas,2021-07-10,15.43,108.0,216.27
Alcobendas,2021-07-11,16.29,114.0,228.2
Alcobendas,2021-07-12,17.14,120.0,240.13
Alcobendas,2021-07-13,18.86,132.0,264.0
Alcobendas,2021-07-14,22.0,154.0,308.75
Alcobendas,2021-07-15,25.21,176.5,353.5
Alcobendas,2021-07-16,28.43,199.0,398.25
Alcobendas,2021-07-17,31.64,221.5,443.0
Alcobendas,2021-07-18,34.79,243.5,487.75
Alcobendas,2021-07-19,38.0,266.0,532.5
Alcobendas,2021-07-20,44.43,311.0,622.0
Alcobendas,2021-07-21,47.43,332.0,664.75
Alcobendas,2021-07-22,50.5,353.5,707.5
Alcobendas,2021-07-23,53.57,375.0,750.25
Alcobendas,2021-07-24,56.64,396.5,793.0
Alcobendas,2021-07-25,59.64,417.5,835.75
Alcobendas,2021-07-26,62.71,439.0,878.5
Alcobendas,2021-07-27,68.86,482.0,964.0
Alcorcon,2021-06-15,13.5,94.5,189.0
Alcorcon,2021-06-16,12.79,89.5,179.62
Alcorcon,2021-06-17,12.14,85.0,170.25
Alcorcon,2021-06-18,11.43,80.0,160.88
Alcorcon,2021-06-19,10.79,75.5,151.5
Alcorcon,2021-06-20,10.14,71.0,142.12
Alcorcon,2021-06-21,9.43,66.0,132.75
Alcorcon,2021-06-22,8.14,57.0,114.0
Alcorcon,2021-06-23,8.0,56.0,112.88
Alcorcon,2021-06-24,7.93,55.5,111.75
Alcorcon,2021-06-25,7.86,55.0,110.62
Alcorcon,2021-06-26,7.79,54.5,109.5
Alcorcon,2021-06-27,7.71,54.0,108.38
Alcorcon,2021-06-28,7.64,53.5,107.25
Alcorcon,2021-06-29,7.5,52.5,105.0
Alcorcon,2021-06-30,8.14,57.0,114.6
Alcorcon,2021-07-01,8.86,62.0,124.2
Alcorcon,2021-07-02,9.5,66.5,133.8
Alcorcon,2021-07-03,10.21,71.5,143.4
Alcorcon,2021-07-04,10.93,76.5,153.0
Alcorcon,2021-07-05,11.57,81.0,162.6
Alcorcon,2021-07-06,12.29,86.0,172.2
Alcorcon,2021-07-07,12.93,90.5,181.8
Alcorcon,2021-07-08,13.64,95.5,191.4
Alcorcon,2021-07-09,14.36,100.5,201.0
Alcorcon,2021-07-10,15.0,105.0,210.6
Alcorcon,2021-07-11,15.71,110.0,220.2
Alcorcon,2021-07-12,16.36,114.5,229.8
Alcorcon,2021-07-13,17.79,124.5,249.0
Alcorcon,2021-07-14,20.57,144.0,288.75
Alcorcon,2021-07-15,23.43,164.0,328.5
Alcorcon,2021-07-16,26.29,184.0,368.25
Alcorcon,2021-07-17,29.14,204.0,408.0
Alcorcon,2021-07-18,31.93,223.5,447.75
Alcorcon,2021-07-19,34.79,243.5,487.5
Alcorcon,2021-07-20,40.5,283.5,567.0
Alcorcon,2021-07-21,43.5,304.5,609.25
Alcorcon,2021-07-22,46.5,325.5,651.5
Alcorcon,2021-07-23,49.5,346.5,693.75
Alcorcon,2021-07-24,52.57,368.0,736.0
Alcorcon,2021-07-25,55.57,389.0,778.25
Alcorcon,2021-07-26,58.57,410.0,820.5
Alcorcon,2021-07-27,64.64,452.5,905.0
Aldea Del Fresno,2021-06-15,0.21,1.5,3.0
Aldea Del Fresno,2021-06-16,0.14,1.0,2.62
Aldea Del Fresno,2021-06-17,0.14,1.0,2.25
Aldea Del Fresno,2021-06-18,0.07,0.5,1.88
Aldea Del Fresno,2021-06-19,0.07,0.5,1.5
Aldea Del Fresno,2021-06-20,0.07,0.5,1.12
Aldea Del Fresno,2021-06-21,0.0,0.0,0.75
Aldea Del Fresno,2021-06-22,0.0,0.0,0.0
Aldea Del Fresno,2021-06-23,0.0,0.0,0.0
Aldea Del Fresno,2021-06-24,0.0,0.0,0.0
Aldea Del Fresno,2021-06-25,0.0,0.0,0.0
Aldea Del Fresno,2021-06-26,0.0,0.0,0.0
Aldea Del Fresno,2021-06-27,0.0,0.0,0.0
Aldea Del Fresno,2021-06-28,0.0,0.0,0.0
Aldea Del Fresno,2021-06-29,0.0,0.0,0.0
Aldea Del Fresno,2021-06-30,0.0,0.0,0.2
Aldea Del Fresno,2021-07-01,0.0,0.0,0.4
Aldea Del Fresno,2021-07-02,0.0,0.0,0.6
Aldea Del Fresno,2021-07-03,0.0,0.0,0.8
Aldea Del Fresno,2021-07-04,0.07,0.5,1.0
Aldea Del Fresno,2021-07-05,0.07,0.5,1.2
Aldea Del Fresno,2021-07-06,0.07,0.5,1.4
Aldea Del Fresno,2021-07-07,0.07,0.5,1.6
Aldea Del Fresno,2021-07-08,0.07,0.5,1.8
Aldea Del Fresno,2021-07-09,0.14,1.0,2.0
Aldea Del Fresno,2021-07-10,0.14,1.0,2.2
Aldea Del Fresno,2021-07-11,0.14,1.0,2.4
Aldea Del Fresno,2021-07-12,0.14,1.0,2.6
Aldea Del Fresno,2021-07-13,0.21,1.5,3.0
Aldea Del Fresno,2021-07-14,0.21,1.5,3.75
Aldea Del Fresno,2021-07-15,0.29,2.0,4.5
Aldea Del Fresno,2021-07-16,0.36,2.5,5.25
Aldea Del Fresno,2021-07-17,0.43,3.0,6.0
Aldea Del Fresno,2021-07-18,0.43,3.0,6.75
Aldea Del Fresno,2021-07-19,0.5,3.5,7.5
Aldea Del Fresno,2021-07-20,0.64,4.5,9.0
Aldea Del Fresno,2021-07-21,0.71,5.0,10.88
Aldea Del Fresno,2021-07-22,0.86,6.0,12.75
Aldea Del Fresno,2021-07-23,1.0,7.0,14.62
Aldea Del Fresno,2021-07-24,1.14,8.0,16.5
Aldea Del Fresno,2021-07-25,1.29,9.0,18.38
Aldea Del Fresno,2021-07-26,1.43,10.0,20.25
Aldea Del Fresno,2021-07-27,1.71,12.0,24.0
Algete,2021-06-15,1.64,11.5,23.0
Algete,2021-06-16,1.5,10.5,21.38
Algete,2021-06-17,1.36,9.5,19.75
Algete,2021-06-18,1.29,9.0,18.12
Algete,2021-06-19,1.14,8.0,16.5
Algete,2021-06-20,1.0,7.0,14.88
Algete,2021-06-21,0.93,6.5,13.25
Algete,2021-06-22,0.71,5.0,10.0
Algete,2021-06-23,0.71,5.0,10.62
Algete,2021-06-24,0.79,5.5,11.25
Algete,2021-06-25,0.79,5.5,11.88
Algete,2021-06-26,0.86,6.0,12.5
Algete,2021-06-27,0.93,6.5,13.12
Algete,2021-06-28,0.93,6.5,13.75
Algete,2021-06-29,1.07,7.5,15.0
Algete,2021-06-30,1.14,8.0,16.8
Algete,2021-07-01,1.29,9.0,18.6
Algete,2021-07-02,1.43,10.0,20.4
Algete,2021-07-03,1.57,11.0,22.2
Algete,2021-07-04,1.71,12.0,24.0
Algete,2021-07-05,1.79,12.5,25.8
Algete,2021-07-06,1.93,13.5,27.6
Algete,2021-07-07,2.07,14.5,29.4
Algete,2021-07-08,2.21,15.5,31.2
Algete,2021-07-09,2.36,16.5,33.0
Algete,2021-07-10,2.43,17.0,34.8
Algete,2021-07-11,2.57,18.0,36.6
Algete,2021-07-12,2.71,19.0,38.4
Algete,2021-07-13,3.0,21.0,42.0
Algete,2021-07-14,3.64,25.5,51.12
Algete,2021-07-15,4.29,30.0,60.25
Algete,2021-07-16,4.93,34.5,69.38
Algete,2021-07-17,5.57,39.0,78.5
Algete,2021-07-18,6.21,43.5,87.62
Algete,2021-07-19,6.86,48.0,96.75
Algete,2021-07-20,8.21,57.5,115.0
Algete,2021-07-21,8.57,60.0,120.38
Algete,2021-07-22,8.93,62.5,125.75
Algete,2021-07-23,9.36,65.5,131.12
Algete,2021-07-24,9.71,68.0,136.5
Algete,2021-07-25,10.07,70.5,141.88
Algete,2021-07-26,10.5,73.5,147.25
Algete,2021-07-27,11.29,79.0,158.0
Alpedrete,2021-06-15,1.21,8.5,17.0
Alpedrete,2021-06-16,1.14,8.0,16.12
Alpedrete,2021-06-17,1.07,7.5,15.25
Alpedrete,2021-06-18,1.0,7.0,14.38
Alpedrete,2021-06-19,0.93,6.5,13.5
Alpedrete,2021-06-20,0.86,6.0,12.62
Alpedrete,2021-06-21,0.79,5.5,11.75
Alpedrete,2021-06-22,0.71,5.0,10.0
Alpedrete,2021-06-23,0.64,4.5,9.25
Alpedrete,2021-06-24,0.57,4.0,8.5
Alpedrete,2021-06-25,0.5,3.5,7.75
Alpedrete,2021-06-26,0.5,3.5,7.0
Alpedrete,2021-06-27,0.43,3.0,6.25
Alpedrete,2021-06-28,0.36,2.5,5.5
Alpedrete,2021-06-29,0.29,2.0,4.0
Alpedrete,2021-06-30,0.43,3.0,6.73
Alpedrete,2021-07-01,0.64,4.5,9.47
Alpedrete,2021-07-02,0.86,6.0,12.2
Alpedrete,2021-07-03,1.0,7.0,14.93
Alpedrete,2021-07-04,1.21,8.5,17.67
Alpedrete,2021-07-05,1.43,10.0,20.4
Alpedrete,2021-07-06,1.64,11.5,23.13
Alpedrete,2021-07-07,1.79,12.5,25.87
Alpedrete,2021-07-08,2.0,14.0,28.6
Alpedrete,2021-07-09,2.21,15.5,31.33
Alpedrete,2021-07-10,2.43,17.0,34.07
Alpedrete,2021-07-11,2.57,18.0,36.8
Alpedrete,2021-07-12,2.79,19.5,39.53
Alpedrete,2021-07-13,3.21,22.5,45.0
Alpedrete,2021-07-14,3.36,23.5,47.62
Alpedrete,2021-07-15,3.57,25.0,50.25
Alpedrete,2021-07-16,3.71,26.0,52.88
Alpedrete,2021-07-17,3.93,27.5,55.5
Alpedrete,2021-07-18,4.14,29.0,58.12
Alpedrete,2021-07-19,4.29,30.0,60.75
Alpedrete,2021-07-20,4.71,33.0,66.0
Alpedrete,2021-07-21,4.79,33.5,67.12
Alpedrete,2021-07-22,4.86,34.0,68.25
Alpedrete,2021-07-23,4.93,34.5,69.38
Alpedrete,2021-07-24,5.0,35.0,70.5
Alpedrete,2021-07-25,5.07,35.5,71.62
Alpedrete,2021-07-26,5.14,36.0,72.75
Alpedrete,2021-07-27,5.36,37.5,75.0
Ambite,2021-06-15,0.0,0.0,0.0
Ambite,2021-06-16,0.0,0.0,0.0
Ambite,2021-06-17,0.0,0.0,0.0
Ambite,2021-06-18,0.0,0.0,0.0
Ambite,2021-06-19,0.0,0.0,0.0
Ambite,2021-06-20,0.0,0.0,0.0
Ambite,2021-06-21,0.0,0.0,0.0
Ambite,2021-06-22,0.0,0.0,0.0
Ambite,2021-06-23,0.0,0.0,0.0
Ambite,2021-06-24,0.0,0.0,0.0
Ambite,2021-06-25,0.0,0.0,0.0
Ambite,2021-06-26,0.0,0.0,0.0
Ambite,2021-06-27,0.0,0.0,0.0
Ambite,2021-06-28,0.0,0.0,0.0
Ambite,2021-06-29,0.0,0.0,0.0
Ambite,2021-06-30,0.0,0.0,0.0
Ambite,2021-07-01,0.0,0.0,0.0
Ambite,2021-07-02,0.0,0.0,0.0
Ambite,2021-07-03,0.0,0.0,0.0
Ambite,2021-07-04,0.0,0.0,0.0
Ambite,2021-07-05,0.0,0.0,0.0
Ambite,2021-07-06,0.0,0.0,0.0
Ambite,2021-07-07,0.0,0.0,0.0
Ambite,2021-07-08,0.0,0.0,0.0
Ambite,2021-07-09,0.0,0.0,0.0
Ambite,2021-07-10,0.0,0.0,0.0
Ambite,2021-07-11,0.0,0.0,0.0
Ambite,2021-07-12,0.0,0.0,0.0
Ambite,2021-07-13,0.0,0.0,0.0
Ambite,2021-07-14,0.0,0.0,0.0
Ambite,2021-07-15,0.0,0.0,0.0
Ambite,2021-07-16,0.0,0.0,0.0
Ambite,2021-07-17,0.0,0.0,0.0
Ambite,2021-07-18,0.0,0.0,0.0
Ambite,2021-07-19,0.0,0.0,0.0
Ambite,2021-07-20,0.0,0.0,0.0
Ambite,2021-07-21,0.0,0.0,0.12
Ambite,2021-07-22,0.0,0.0,0.25
Ambite,2021-07-23,0.0,0.0,0.38
Ambite,2021-07-24,0.0,0.0,0.5
Ambite,2021-07-25,0.0,0.0,0.62
Ambite,2021-07-26,0.0,0.0,0.75
Ambite,2021-07-27,0.07,0.5,1.0
Anchuelo,2021-06-15,0.0,0.0,0.0
Anchuelo,2021-06-16,0.0,0.0,0.0
Anchuelo,2021-06-17,0.0,0.0,0.0
Anchuelo,2021-06-18,0.0,0.0,0.0
Anchuelo,2021-06-19,0.0,0.0,0.0
Anchuelo,2021-06-20,0.0,0.0,0.0
Anchuelo,2021-06-21,0.0,0.0,0.0
Anchuelo,2021-06-22,0.0,0.0,0.0
Anchuelo,2021-06-23,0.0,0.0,0.0
Anchuelo,2021-06-24,0.0,0.0,0.0
Anchuelo,2021-06-25,0.0,0.0,0.0
Anchuelo,2021-06-26,0.0,0.0,0.0
Anchuelo,2021-06-27,0.0,0.0,0.0
Anchuelo,2021-06-28,0.0,0.0,0.0
Anchuelo,2021-06-29,0.0,0.0,0.0
Anchuelo,2021-06-30,0.0,0.0,0.07
Anchuelo,2021-07-01,0.0,0.0,0.13
Anchuelo,2021-07-02,0.0,0.0,0.2
Anchuelo,2021-07-03,0.0,0.0,0.27
Anchuelo,2021-07-04,0.0,0.0,0.33
Anchuelo,2021-07-05,0.0,0.0,0.4
Anchuelo,2021-07-06,0.0,0.0,0.47
Anchuelo,2021-07-07,0.0,0.0,0.53
Anchuelo,2021-07-08,0.0,0.0,0.6
Anchuelo,2021-07-09,0.0,0.0,0.67
Anchuelo,2021-07-10,0.0,0.0,0.73
Anchuelo,2021-07-11,0.0,0.0,0.8
Anchuelo,2021-07-12,0.0,0.0,0.87
Anchuelo,2021-07-13,0.07,0.5,1.0
Anchuelo,2021-07-14,0.07,0.5,1.38
Anchuelo,2021-07-15,0.07,0.5,1.75
Anchuelo,2021-07-16,0.14,1.0,2.12
Anchuelo,2021-07-17,0.14,1.0,2.5
Anchuelo,2021-07-18,0.14,1.0,2.88
Anchuelo,2021-07-19,0.21,1.5,3.25
Anchuelo,2021-07-20,0.29,2.0,4.0
Anchuelo,2021-07-21,0.29,2.0,4.12
Anchuelo,2021-07-22,0.29,2.0,4.25
Anchuelo,2021-07-23,0.29,2.0,4.38
Anchuelo,2021-07-24,0.29,2.0,4.5
Anchuelo,2021-07-25,0.29,2.0,4.62
Anchuelo,2021-07-26,0.29,2.0,4.75
Anchuelo,2021-07-27,0.36,2.5,5.0
Aranjuez,2021-06-15,2.57,18.0,36.0
Aranjuez,2021-06-16,2.57,18.0,36.12
Aranjuez,2021-06-17,2.57,18.0,36.25
Aranjuez,2021-06-18,2.57,18.0,36.38
Aranjuez,2021-06-19,2.57,18.0,36.5
Aranjuez,2021-06-20,2.57,18.0,36.62
Aranjuez,2021-06-21,2.57,18.0,36.75
Aranjuez,2021-06-22,2.64,18.5,37.0
Aranjuez,2021-06-23,2.93,20.5,41.38
Aranjuez,2021-06-24,3.21,22.5,45.75
Aranjuez,2021-06-25,3.57,25.0,50.12
Aranjuez,2021-06-26,3.86,27.0,54.5
Aranjuez,2021-06-27,4.14,29.0,58.88
Aranjuez,2021-06-28,4.5,31.5,63.25
Aranjuez,2021-06-29,5.14,36.0,72.0
Aranjuez,2021-06-30,5.14,36.0,72.53
Aranjuez,2021-07-01,5.21,36.5,73.07
Aranjuez,2021-07-02,5.21,36.5,73.6
Aranjuez,2021-07-03,5.29,37.0,74.13
Aranjuez,2021-07-04,5.29,37.0,74.67
Aranjuez,2021-07-05,5.36,37.5,75.2
Aranjuez,2021-07-06,5.36,37.5,75.73
Aranjuez,2021-07-07,5.43,38.0,76.27
Aranjuez,2021-07-08,5.43,38.0,76.8
Aranjuez,2021-07-09,5.5,38.5,77.33
Aranjuez,2021-07-10,5.5,38.5,77.87
Aranjuez,2021-07-11,5.57,39.0,78.4
Aranjuez,2021-07-12,5.57,39.0,78.93
Aranjuez,2021-07-13,5.71,40.0,80.0
Aranjuez,2021-07-14,6.79,47.5,95.12
Aranjuez,2021-07-15,7.86,55.0,110.25
Aranjuez,2021-07-16,8.93,62.5,125.38
Aranjuez,2021-07-17,10.0,70.0,140.5
Aranjuez,2021-07-18,11.07,77.5,155.62
Aranjuez,2021-07-19,12.14,85.0,170.75
Aranjuez,2021-07-20,14.36,100.5,201.0
Aranjuez,2021-07-21,15.71,110.0,220.75
Aranjuez,2021-07-22,17.14,120.0,240.5
Aranjuez,2021-07-23,18.57,130.0,260.25
Aranjuez,2021-07-24,20.0,140.0,280.0
Aranjuez,2021-07-25,21.36,149.5,299.75
Aranjuez,2021-07-26,22.79,159.5,319.5
Aranjuez,2021-07-27,25.64,179.5,359.0
Arganda Del Rey,2021-06-15,4.64,32.5,65.0
Arganda Del Rey,2021-06-16,4.5,31.5,63.88
Arganda Del Rey,2021-06-17,4.43,31.0,62.75
Arganda Del Rey,2021-06-18,4.36,30.5,61.62
Arganda Del Rey,2021-06-19,4.29,30.0,60.5
Arganda Del Rey,2021-06-20,4.21,29.5,59.38
Arganda Del Rey,2021-06-21,4.14,29.0,58.25
Arganda Del Rey,2021-06-22,4.0,28.0,56.0
Arganda Del Rey,2021-06-23,3.93,27.5,55.12
Arganda Del Rey,2021-06-24,3.86,27.0,54.25
Arganda Del Rey,2021-06-25,3.79,26.5,53.38
Arganda Del Rey,2021-06-26,3.71,26.0,52.5
Arganda Del Rey,2021-06-27,3.64,25.5,51.62
Arganda Del Rey,2021-06-28,3.57,25.0,50.75
Arganda Del Rey,2021-06-29,3.5,24.5,49.0
Arganda Del Rey,2021-06-30,3.57,25.0,50.13
Arganda Del Rey,2021-07-01,3.64,25.5,51.27
Arganda Del Rey,2021-07-02,3.71,26.0,52.4
Arganda Del Rey,2021-07-03,3.79,26.5,53.53
Arganda Del Rey,2021-07-04,3.86,27.0,54.67
Arganda Del Rey,2021-07-05,3.93,27.5,55.8
Arganda Del Rey,2021-07-06,4.0,28.0,56.93
Arganda Del Rey,2021-07-07,4.14,29.0,58.07
Arganda Del Rey,2021-07-08,4.21,29.5,59.2
Arganda Del Rey,2021-07-09,4.29,30.0,60.33
Arganda Del Rey,2021-07-10,4.36,30.5,61.47
Arganda Del Rey,2021-07-11,4.43,31.0,62.6
Arganda Del Rey,2021-07-12,4.5,31.5,63.73
Arganda Del Rey,2021-07-13,4.71,33.0,66.0
Arganda Del Rey,2021-07-14,5.57,39.0,78.88
Arganda Del Rey,2021-07-15,6.5,45.5,91.75
Arganda Del Rey,2021-07-16,7.43,52.0,104.62
Arganda Del Rey,2021-07-17,8.36,58.5,117.5
Arganda Del Rey,2021-07-18,9.29,65.0,130.38
Arganda Del Rey,2021-07-19,10.21,71.5,143.25
Arganda Del Rey,2021-07-20,12.07,84.5,169.0
Arganda Del Rey,2021-07-21,13.0,91.0,182.12
Arganda Del Rey,2021-07-22,13.93,97.5,195.25
Arganda Del Rey,2021-07-23,14.86,104.0,208.38
Arganda Del Rey,2021-07-24,15.79,110.5,221.5
Arganda Del Rey,2021-07-25,16.71,117.0,234.62
Arganda Del Rey,2021-07-26,17.64,123.5,247.75
Arganda Del Rey,2021-07-27,19.57,137.0,274.0
Arroyomolinos,2021-06-15,2.07,14.5,29.0
Arroyomolinos,2021-06-16,1.93,13.5,27.38
Arroyomolinos,2021-06-17,1.79,12.5,25.75
Arroyomolinos,2021-06-18,1.71,12.0,24.12
Arroyomolinos,2021-06-19,1.57,11.0,22.5
Arroyomolinos,2021-06-20,1.43,10.0,20.88
Arroyomolinos,2021-06-21,1.36,9.5,19.25
Arroyomolinos,2021-06-22,1.14,8.0,16.0
Arroyomolinos,2021-06-23,1.14,8.0,16.5
